"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","sentiment"
"xx172519802","xx1242862126156390401","25/03/2020 17:13","_ReyesRodriguez","ah not buen senor ricard salin plieg vid not deb deten segu cobr deud elektr cov not tan grav seguir expon trabaj","Twitter for Android",250,"xx1242666119112130560","xx59855362","RicardoBSalinas",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx59855362 xx219452444","RicardoBSalinas gruposalinas","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/3fa3c9baefd9a6e6.json","Valladolid","Valladolid, Yucatán","city","Mexico","MX","NA NA","NA NA","-88.327272 -87.84381 -87.84381 -88.327272 20.233502 20.233502 20.882541 20.882541","https://twitter.com/_ReyesRodriguez/status/1242862126156390401","Reyes Rodriguez","valladolid yucatan","conductor de television en #14tv, coordinador de eventos valladolid","",FALSE,473,873,2,1181,2018,"29/07/2010 22:36",FALSE,"","",,"https://pbs.twimg.com/profile_banners/172519802/1485212130","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/823665303401820160/RTdG-lXQ_normal.jpg","negative"
"xx1109977880145133568","xx1242861092516347904","25/03/2020 17:09","EEstibador","lament posicion ricard salin cov acab coloc trump bolsonar","Talon Android",140,,,"",FALSE,FALSE,3,0,,,"Elektra",,"","","","","","","","","","",,"xx59855362","RicardoBSalinas","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EEstibador/status/1242861092516347904","El Estibador","","","",FALSE,19,492,0,1302,1294,"25/03/2019 00:38",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1109977880145133568/1584323794","","http://pbs.twimg.com/profile_images/1109984645838446593/W8kDV-zN_normal.png","negative"
"xx85491090","xx1242853087506845697","25/03/2020 16:37","V_Durden","ser idiot despot avarici ricard salin plieg","Twitter for Android",79,,,"",FALSE,FALSE,2,2,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/V_Durden/status/1242853087506845697","Omar Rábago","Followback","Administrador, fanatico de los deportes, amante de la buena música, cinefilo empedernido, gamer avanzado, biker. Red Devil, Patriota y Chiva","",FALSE,303,393,1,3364,1222,"27/10/2009 03:41",FALSE,"","",,"https://pbs.twimg.com/profile_banners/85491090/1424910233","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/541137089233158144/uxm_tDQs_normal.jpeg","negative"
"xx246119503","xx1242837361928667137","25/03/2020 15:34","EduardoGilesM","ricard salin carec principi etic cercani rest credibil unic inter rob gent empres infaust maltrat trabaj","Twitter for iPhone",193,,,"",TRUE,FALSE,0,0,,,"ElCacas",,"twitter.com/vocerodelp/sta…","https://t.co/C7aBzshK1H","https://twitter.com/vocerodelp/status/1242817898789437443","","","","","","","",,,"","es","xx1242817898789437443","Ricardo Salinas:
El que está manejando tooodas las tarjetas de las becas NINIS
El que está agarrando contratos con asignación directa
Llega y dice esto.
La temeridad de sus declaraciones es criminal https://t.co/ofXruiTSEN","25/03/2020 14:17","Twitter Web App",517,358,"xx1099543457734053888","VocerodelP","Don Vocero<U+0001F497><U+0001F497><U+0001F497>",22339,4596,51189,"Mexico","La Mafia del poder no se crea ni se destruye, tan solo se transforma Neoliberal Senior. Columnista en #CoNexiones",FALSE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EduardoGilesM/status/1242837361928667137","Eduardo Giles","Houston, Texas","History, Arts, Science, Biotechnology, Medicine, Technology and Fashion.","",FALSE,491,2198,6,45463,4395,"02/02/2011 04:53",FALSE,"","",,"https://pbs.twimg.com/profile_banners/246119503/1485523236","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/856285669743788034/-oSgJRYC_normal.jpg","negative"
"xx108438723","xx1242837822626607105","25/03/2020 15:36","Lacrisisdehoy","mezquin ricard salin plieg fals premis cov signif muert dig mas mil famili perd quer tod mund mil medic dia dia luch salv vid","Twitter for iPhone",279,,,"",TRUE,FALSE,1,0,,,"",,"twitter.com/ricardobsalina…","https://t.co/5g9KXKZSmS","https://twitter.com/ricardobsalinas/status/1242666120454246406","","","","","","","",,,"","es","xx1242666120454246406","Sabemos que el miedo es muy mal consejero; en cambio, la razón nos dice que la vida debe continuar. La decisión de frenar la marcha de un país no produce nada positivo, sobre todo cuando se basa en el miedo, en una falsa premisa: que el COVID-19 significa muerte.","25/03/2020 04:14","Twitter for iPhone",738,236,"xx59855362","RicardoBSalinas","Ricardo Salinas Pliego",737560,142,2750,"Ciudad de México","Empresario mexicano.",TRUE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Lacrisisdehoy/status/1242837822626607105","Chiquis Chocosa","","Crítica del mal gobierno y apartidista porque ya me canse que nos sigan viendo la cara los de siempre.","",FALSE,1699,1551,1,3677,9291,"25/01/2010 23:21",FALSE,"","",,"https://pbs.twimg.com/profile_banners/108438723/1448011783","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1172170006999830528/MbjEqaJO_normal.jpg","negative"
"xx597041361","xx1242821625742913536","25/03/2020 14:32","patty_ma1","pag maldit impuest ricard salin plieg","Twitter for Android",69,,,"",TRUE,FALSE,5,1,,,"",,"twitter.com/proceso/status…","https://t.co/NCko6goGPz","https://twitter.com/proceso/status/1242821088771440643","","","","","","","",,,"","es","xx1242821088771440643","Los mil millones de pesos también se destinarán para el fortalecimiento de la capacidad diagnóstica del #coronavirus #Covid19, informaron la Fundación Carlos Slim y Grupo Carso.

https://t.co/g8rxXgsQsq","25/03/2020 14:30","Hootsuite Inc.",106,33,"xx41156599","proceso","Proceso",4800701,1723,162230,"México","Información y análisis https://t.co/dJbnDCIjvd",TRUE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/patty_ma1/status/1242821625742913536","patty_ma","","Lic. en Historia, Feminista que gusta de los deportes, MILAN, América, SpursNation, Pats, Cada vez mas Rad, no me sigas si llamas a las RadFem TERF","",FALSE,3274,4436,57,111441,9546,"02/06/2012 01:14",FALSE,"","",,"https://pbs.twimg.com/profile_banners/597041361/1402438426","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1162077263954714624/wqoOBR68_normal.jpg","negative"
"xx1228348932457025537","xx1242816442786918401","25/03/2020 14:11","GiuIianoDMedici","ricard salin siempr tip suci oscur manos","Twitter for iPhone",65,"xx1242810700210114561","xx1101111775225884672","atila1961",FALSE,FALSE,3,0,,,"",,"","","","","","","","","","",,"xx1101111775225884672","atila1961","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GiuIianoDMedici/status/1242816442786918401","GiulianoDMedici","","Well, my friends are gone and my hair is grey I ache in the places where I used to play And I'm crazy for love but I'm not coming on... Leonard Cohen","",FALSE,252,707,0,4888,4884,"14/02/2020 16:03",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1228348932457025537/1582134503","","http://pbs.twimg.com/profile_images/1232134172140920832/m2W1SY90_normal.jpg","negative"
"xx1129809582694514689","xx1242782730439426048","25/03/2020 11:57","comentologodem1","ricard salin mand trabaj not par produc ti pinch ambici not pon sal metr andas call tiend emple segur bien proteg","Twitter Web App",269,"xx1242666120454246406","xx59855362","RicardoBSalinas",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx59855362","RicardoBSalinas","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/comentologodem1/status/1242782730439426048","El exhibe pendejos.","","Aquí, casual, mandando a chingar a su madre a los pendejos.","",FALSE,5,5,0,151,102,"18/05/2019 18:02",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1228863169516449792/CBFFXBcu_normal.jpg","negative"
"xx2551340486","xx1242636320918450177","25/03/2020 02:16","velazqu_angel","amlo peligr mexic popul amer latin mas rar not sep claudi gonzalez eduard trici grup lal germ larre emili azcarrag ricard salin plieg mas","Twitter for Android",279,"xx1242633466014916608","xx1068265334560370689","TCiceronis",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx1068265334560370689","TCiceronis","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/velazqu_angel/status/1242636320918450177","Miguel Angel Velazqu","City Mexico","100% Deportista y Rockero!! Futbol; America @Cristiano CR7 .NFL Miami https://t.co/hx4uN78UON Boston https://t.co/WieNkJMDa0 Dodgers.Rock; La Vela Puerca,No Te Va Gustar","",FALSE,799,586,11,39233,21551,"07/06/2014 01:41",FALSE,"","",,"https://pbs.twimg.com/profile_banners/2551340486/1531259947","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/899296672404172801/9Z0ums4F_normal.jpg","negative"
"xx133783100","xx1242722554726551553","25/03/2020 07:58","diavoloponce","ped ricard salin plieg porqueri human","Twitter for Android",66,,,"",FALSE,FALSE,3,3,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diavoloponce/status/1242722554726551553","Diavolo pancione <U+0001F468><U+0001F3FB><U+200D><U+0001F3A4>","Mirando hacía Casiopea","Psicólogo, padrote, neurótico, manipulador, mi ego es más grande que tu casa, la vida me ama, yo la quiero como amiga.","https://t.co/H6OiOZ7hFh",FALSE,21635,18283,80,92066,109328,"16/04/2010 16:24",FALSE,"https://t.co/H6OiOZ7hFh","http://instagram.com/diavoloponce",,"https://pbs.twimg.com/profile_banners/133783100/1585067293","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1225593724022992901/yV-EA7La_normal.jpg","negative"
"xx1227339960098967552","xx1242681583393521664","25/03/2020 05:15","GerardoAriza20","ricard salin plieg mas preocup falt entrad diner empres salud mexican","Twitter for iPhone",120,,,"",FALSE,FALSE,255,80,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GerardoAriza20/status/1242681583393521664","Gerardo Ariza","","43 años en busca de vivir al máximo","",FALSE,3,226,0,100,420,"11/02/2020 21:14",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1228414527781429248/Niyazgaj_normal.jpg","negative"
"xx56778638","xx1242678157959925761","25/03/2020 05:02","LuisG4llardo","asco ricard salin plieg","Twitter for Android",42,,,"",FALSE,FALSE,3,2,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/1fcf0565f32268d7.json","Chimalhuacán","Chimalhuacán, México","city","Mexico","MX","NA NA","NA NA","-98.989059 -98.892626 -98.892626 -98.989059 19.372499 19.372499 19.464765 19.464765","https://twitter.com/LuisG4llardo/status/1242678157959925761","Gallo Gallardo","","#MexicanStyle #31 #VamosAmérica #GoBills #Barca #ChicagoBulls","https://t.co/8uGFnncCGY",FALSE,218,400,2,10104,1589,"14/07/2009 18:50",FALSE,"https://t.co/8uGFnncCGY","http://www.facebook.com/profile.php?id=833255376",,"https://pbs.twimg.com/profile_banners/56778638/1523823214","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1017390639519096834/h-qFHK99_normal.jpg","negative"
"xx1121243195055198208","xx1242671792025554948","25/03/2020 04:36","aaandrickkk","bien pinch babos ricard salin plieg","Twitter for iPhone",47,,,"",FALSE,FALSE,11,2,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/aaandrickkk/status/1242671792025554948","Andrick Amilkar","CDMX","A veces peleo.","",FALSE,63,196,0,1269,9404,"25/04/2019 02:43",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1121243195055198208/1583548711","","http://pbs.twimg.com/profile_images/1236119000494596097/0cldSq4G_normal.jpg","negative"
"xx365679196","xx1242671763550584833","25/03/2020 04:36","mike_topo","jaj verg postur ricard salin plieg","Twitter for iPhone",64,,,"",FALSE,FALSE,14,2,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mike_topo/status/1242671763550584833","Mike Morales","México D.F.","Actuario, fan de la ópera, el ánime y los tacos. todo un estuche de monerias!! :) PD. Drew Dixon me chuleó el culo ;) #gay #powerbttm #friends","https://t.co/BkOefPuypA",FALSE,1708,1717,9,18293,24306,"31/08/2011 21:00",FALSE,"https://t.co/BkOefPuypA","http://instagram.com/mike_topo",,"https://pbs.twimg.com/profile_banners/365679196/1564777887","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1227764483126386688/6vlGq70T_normal.jpg","negative"
"xx989606366305247233","xx1242484733780455424","24/03/2020 16:13","Ricardo__Albo","asco verguenz dur realid pais","Twitter for Android",62,"xx1242473768787705861","xx290569991","neuro_p_salinas",FALSE,FALSE,1,0,,,"",,"","","","","","","","","","",,"xx290569991 xx13623532","neuro_p_salinas sebastianpinera","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ricardo__Albo/status/1242484733780455424","#YoVotoApruebo","Chile","<U+26AA><U+26AB>Albo de corazón, hípico...!!!","",FALSE,1013,1004,2,4414,3829,"26/04/2018 20:45",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1226251075008782341/FtyFu6P9_normal.jpg","negative"
"xx3442861220","xx1252310192978526209","20/04/2020 18:56","lithoral20","pedret pendetet parlot incoherent par sin credibil lastim","Twitter Web App",124,"xx1252024665792344065","xx70390438","PedroFerriz",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx70390438 xx75334313 xx75334313","PedroFerriz Javier_Alatorre Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lithoral20/status/1252310192978526209","Marionetas","México","Opiniones nada más!","",FALSE,214,292,2,12087,6951,"04/09/2015 01:30",FALSE,"","",,"https://pbs.twimg.com/profile_banners/3442861220/1490676286","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/827003442174398465/40OlVufa_normal.jpg","negative"
"xx3063253896","xx1252357182600777732","20/04/2020 22:03","torres65aguilar","decepcion escuch comentari crei mas capac tod tien limit gent alcanz facil viej dinosauri","Twitter for Android",193,,"xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/torres65aguilar/status/1252357182600777732","Cesar Torres","","","",FALSE,7,125,0,13,122,"05/03/2015 16:52",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","negative"
"xx183106002","xx1252357166310125569","20/04/2020 22:03","egc_garul","supong mejor ah not qued ni siqu median import buen cre opinion not influ nadi","Twitter for Android",171,"xx1252024665792344065","xx70390438","PedroFerriz",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx70390438 xx75334313","PedroFerriz Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/egc_garul/status/1252357166310125569","Edgarul","","","https://t.co/15FWJ2HAgm",FALSE,105,388,0,572,31,"26/08/2010 04:28",FALSE,"https://t.co/15FWJ2HAgm","http://www.lasonajafilms.com",,"","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1882145861/Barras1_normal.jpg","negative"
"xx1247293608681594881","xx1252354276300427270","20/04/2020 21:51","Armando33895790","pobr diabl asquer hij par degener","Twitter for Android",70,"xx1252024665792344065","xx70390438","PedroFerriz",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx70390438 xx75334313","PedroFerriz Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Armando33895790/status/1252354276300427270","Armando","","","",FALSE,4,7,0,264,555,"06/04/2020 22:42",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1247293829557800960/tr8GRLsp_normal.jpg","negative"
"xx2735456242","xx1252353881062830091","20/04/2020 21:50","pmarcial777","pedrit podr carcom mezquind","Twitter for Android",45,"xx1252024665792344065","xx70390438","PedroFerriz",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx70390438 xx75334313","PedroFerriz Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pmarcial777/status/1252353881062830091","Magno <U+0001F1F2><U+0001F1FD>","Observándote","Vine, vi y Vencí <U+2660><U+FE0F>","",FALSE,194,334,2,1294,19340,"06/08/2014 20:03",FALSE,"","",,"https://pbs.twimg.com/profile_banners/2735456242/1573156663","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1198643162081742849/K_eaHf3M_normal.jpg","negative"
"xx783321209723203585","xx1252353825781907456","20/04/2020 21:49","Sururu11","te sent mes jud vend te abri puert cas compart famili te segu tiemp masc iguan traidor acuerdat karm quier","Twitter Web App",277,,"xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sururu11/status/1252353825781907456","Sururu","","","",FALSE,7,56,0,1570,8,"04/10/2016 15:01",FALSE,"","",,"","","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","negative"
"xx1188855460700528640","xx1252353814511812610","20/04/2020 21:49","cancun_hola","pinch ojet blandit llam crim organiz asco peor sexeni asco jam imagin grad nalg","Twitter for Android",164,"xx1252238914129018880","xx52422182","julioastillero",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx52422182 xx76232882 xx82119937 xx972171133704314880 xx140217673 xx75334313 xx82119937","julioastillero ELPINERO lopezobrador_ M_OlgaSCordero Azteca Javier_Alatorre lopezobrador_","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cancun_hola/status/1252353814511812610","Sr Botarga K","Chetumail","vivir en cancun, es no ser bot y menos partidista. no busco seguidores. bloqueo","",FALSE,27,95,0,2387,228,"28/10/2019 16:30",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1188855460700528640/1573224005","","http://pbs.twimg.com/profile_images/1250142564566646792/jOrWkiku_normal.jpg","negative"
"xx165295717","xx1252353419957776386","20/04/2020 21:48","ricwalls","dejat puteri pinch period mierd televisor","Twitter for Android",76,"xx1251679117063393287","xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ricwalls/status/1252353419957776386","Ricardo Paredes","","","",FALSE,12,24,0,23,6,"11/07/2010 04:50",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1237984399804837888/LcpjEcos_normal.jpg","negative"
"xx889504631092531200","xx1252352206176571403","20/04/2020 21:43","CecytemRaymundo","traidor puebl mexican","Twitter for iPhone",48,,"xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CecytemRaymundo/status/1252352206176571403","Raymundo Martinez","Mision de san Diego","","",FALSE,4,11,0,8,5,"24/07/2017 15:16",FALSE,"","",,"","","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","negative"
"xx554835767","xx1252351102634229762","20/04/2020 21:39","yolandabenitez4","not necesit disculp exig renunci","Twitter for iPhone",55,"xx1251697294409216000","xx200932969","JohnMAckerman",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx200932969 xx75334313","JohnMAckerman Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yolandabenitez4/status/1252351102634229762","yolanda benitez","Emiratos Árabes Unidos","nací en 1956","",FALSE,15,15,0,511,1840,"16/04/2012 03:38",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","negative"
"xx1614621254","xx1252346023042707458","20/04/2020 21:18","irvinjehovany","engan gent aprovech gent mas pobr mentir manipul","Twitter for Android",86,"xx1252227007452250113","xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/irvinjehovany/status/1252346023042707458","yeo","","sígueme me gusta el anime, el fut, peleas de artes marciales las pelis etc. me gusta subir vídeos de lo que quiero y ustedes quieren ver","",FALSE,7,113,0,216,591,"23/07/2013 07:12",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1614621254/1421177824","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/742554050554535937/CsENr1p1_normal.jpg","negative"
"xx1614621254","xx1252338680355622912","20/04/2020 20:49","irvinjehovany","mentir falsed","Twitter for Android",21,"xx1252227007452250113","xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/irvinjehovany/status/1252338680355622912","yeo","","sígueme me gusta el anime, el fut, peleas de artes marciales las pelis etc. me gusta subir vídeos de lo que quiero y ustedes quieren ver","",FALSE,7,113,0,216,591,"23/07/2013 07:12",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1614621254/1421177824","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/742554050554535937/CsENr1p1_normal.jpg","negative"
"xx906339529","xx1252345591956267011","20/04/2020 21:17","elrefugiado65g","renunci pseudoperiod","Twitter for Android",25,"xx1252227007452250113","xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/elrefugiado65g/status/1252345591956267011","Fer","","","",FALSE,25,499,0,79,1674,"26/10/2012 16:31",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1219786636394889221/CclAaVvA_normal.jpg","negative"
"xx2652493454","xx1252343916373749760","20/04/2020 21:10","ChColina","flujit habilis traidor patri","Twitter Web App",40,"xx1252024665792344065","xx70390438","PedroFerriz",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx70390438 xx75334313","PedroFerriz Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChColina/status/1252343916373749760","Colina Herrera","","","",FALSE,31,484,0,1039,2309,"17/07/2014 01:18",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/489580081350598656/9Q-HlchP_normal.jpeg","negative"
"xx4700360174","xx1252343354379001856","20/04/2020 21:08","cit_fernandez","disculpat renunci evident titer","Twitter for Android",54,"xx1251679117961035777","xx75334313","Javier_Alatorre",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx75334313","Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cit_fernandez/status/1252343354379001856","Cit Fernández","","","",FALSE,6,59,0,32,71,"03/01/2016 04:01",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/683514127092875264/vyP0T3io_normal.jpg","negative"
"xx855518937169219584","xx1252340323583492096","20/04/2020 20:56","enrique_bufete","mal mal","Twitter Web App",12,"xx1252238914129018880","xx52422182","julioastillero",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx52422182 xx82119937 xx972171133704314880 xx140217673 xx75334313","julioastillero lopezobrador_ M_OlgaSCordero Azteca Javier_Alatorre","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/enrique_bufete/status/1252340323583492096","ENRIQUE GONZALEZ","","","",FALSE,24,275,0,2932,9278,"21/04/2017 20:29",FALSE,"","",,"","","http://pbs.twimg.com/profile_images/1061818555543445504/GgLGLBPl_normal.jpg","negative"
